INFO   | 2025-06-12 10:59:40 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 10:59:40 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 10:59:46 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 10:59:46 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:00:02 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:00:02 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:00:12 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:00:12 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:03:04 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:03:04 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:03:13 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:03:13 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:03:17 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:03:17 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:03:26 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:03:26 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:03:30 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:03:30 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:03:34 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:03:34 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:03:41 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:03:41 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:03:48 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:03:49 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:03:55 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:03:55 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:04:07 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:04:07 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:05:25 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:05:25 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:05:33 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:05:33 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:05:38 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:05:38 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:05:49 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:05:49 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:05:57 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:05:57 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:06:06 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:06:06 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:06:15 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:06:15 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:06:27 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:06:27 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:06:40 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:06:40 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
INFO   | 2025-06-12 11:07:11 | app.fapi             | 16 | 🚀 App is starting up...
INFO   | 2025-06-12 11:07:11 | app.fapi             | 18 | 📍 Database tables checked/created successfully!!!
